Name,OOS,,Total Verses,Verses to Sing,Familiarity,Service Index,Key,NVB,SSH,MAJ,NVR,Date of Most Recent Use,First Line,Notes,ID,Blood,Christmas,Cross,Easter,Grace,Heaven,Holy Spirit,Invitation,Missions,Patriotic,Prayer,Salvation,Second Coming,Bible,Calvary,Great Hymns,Service,Thanksgiving,Assurance,Christian Warfare,Comfort & Guidance,Consecration,Consolation,Faith & Trust,Joy & Singing,Love,Praise,Resurrection,Soul Winning & Service,Testimony,Lyrics,Log,Words,Music
Nothing But the Blood [Berg],," | ""Nothing But the Blood [Berg]"" () []",,,,,,,,254,,,,?,3254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jesus, Thy Blood and Righteousness",," | ""Jesus, Thy Blood and Righteousness"" () []",,,,,,,,255,,,,,3255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opened for Me,," | ""Opened for Me"" () []",,,,,,,,260,,,,,3260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Whiter Than the Snow,," | ""Whiter Than the Snow"" () []",,,,,,,,261,,,,,3261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Blood of Jesus,," | ""The Blood of Jesus"" () []",,,,,,,,264,,,,,3264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ Arose! (Descant),," | ""Christ Arose! (Descant)"" () []",,,,,,,,266,,,,,3266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Stone Is Rolled Away,," | ""The Stone Is Rolled Away"" () []",,,,,,,,267,,,,,3267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hail the Day That Sees Him Rise,," | ""Hail the Day That Sees Him Rise"" () []",,,,,,,,270,,,,,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ Arose from the Dead,," | ""Christ Arose from the Dead"" () []",,,,,,,,271,,,,,3271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Good Christians, Now Rejoice and Sing",," | ""Good Christians, Now Rejoice and Sing"" () []",,,,,,,,272,,,,,3272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When He Shall Come,," | ""When He Shall Come"" () []",,,,,,,,275,,,,,3275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Listen for the Trumpet,," | ""Listen for the Trumpet"" () []",,,,,,,,276,,,,,3276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Shall See the King,," | ""I Shall See the King"" () []",,,,,,,,280,,,,,3280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lord, Keep Me Shining for Thee",," | ""Lord, Keep Me Shining for Thee"" () []",,,,,,,,283,,,,,3283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Meeting in the Air,," | ""The Meeting in the Air"" () []",,,,,,,,285,,,,,3285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'll Be So Glad When Jesus Comes,," | ""I'll Be So Glad When Jesus Comes"" () []",,,,,,,,287,,,,,3287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ Is Coming,," | ""Christ Is Coming"" () []",,,,,,,,291,,,,,3291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trust His Word,," | ""Trust His Word"" () []",,,,,,,,294,,,,,3294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keep Walking With the Lord,," | ""Keep Walking With the Lord"" () []",,,,,,,,297,,,,,3297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Arise, My Soul, Arise",," | ""Arise, My Soul, Arise"" () []",,,,,,,,299,,,,,3299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Make Me a Stranger,," | ""Make Me a Stranger"" () []",,,,,,,,301,,,,,3301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wings As Eagles,," | ""Wings As Eagles"" () []",,,,,,,,303,,,,,3303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'm Adopted,," | ""I'm Adopted"" () []",,,,,,,,304,,,,,3304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Where's the Way,," | ""Where's the Way"" () []",,,,,,,,306,,,,,3306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O Love That Wilt Not Let Me Go,," | ""O Love That Wilt Not Let Me Go"" () []",,,,,,,,307,,,,,3307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
God's Refining Fire,," | ""God's Refining Fire"" () []",,,,,,,,308,,,,,3308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christ Hath Made Us Free,," | ""Christ Hath Made Us Free"" () []",,,,,,,,309,,,,,3309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"In My Life, Lord",," | ""In My Life, Lord"" () []",,,,,,,,310,,,,,3310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Want to Be Faithful,," | ""I Want to Be Faithful"" () []",,,,,,,,312,,,,,3312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Life in Christ,," | ""New Life in Christ"" () []",,,,,,,,314,,,,,3314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Thankful Heart,," | ""A Thankful Heart"" () []",,,,,,,,316,,,,,3316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Come, Ye Sinners, Poor and Needy",," | ""Come, Ye Sinners, Poor and Needy"" () []",,,,,,,,323,,,,,3323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
God's Final Call,," | ""God's Final Call"" () []",,,,,,,,326,,,,,3326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There's Room at the Cross,," | ""There's Room at the Cross"" () []",,,,,,,,329,,,,,3329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jesus, I Am Coming",," | ""Jesus, I Am Coming"" () []",,,,,,,,330,,,,,3330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Savior Is Waiting,," | ""The Savior Is Waiting"" () []",,,,,,,,332,,,,,3332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Open Our Eyes, Lord",," | ""Open Our Eyes, Lord"" () []",,,,,,,,333,,,,,3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Angels Are Singing Again,," | ""The Angels Are Singing Again"" () []",,,,,,,,337,,,,,3337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Give Him the Glory,," | ""Give Him the Glory"" () [3]",3,,,,,,,340,236,,,,3340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
After All He's Done for Me,," | ""After All He's Done for Me"" () []",,,,,,,,344,,,,,3344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There Is A Way,," | ""There Is A Way"" () []",,,,,,,,346,,,,,3346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
So Great Salvation,," | ""So Great Salvation"" () []",,,,,,,,347,,,,,3347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'll Sing Forevermore of Jesus,," | ""I'll Sing Forevermore of Jesus"" () []",,,,,,,,349,,,,,3349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"O Jesus, Savior",," | ""O Jesus, Savior"" () []",,,,,,,,351,,,,,3351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Search Me, O God",," | ""Search Me, O God"" () []",,,,,,,,353,,,,,3353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Sinner Like Me,," | ""A Sinner Like Me"" () []",,,,,,,,354,,,,,3354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jesus, Lover of My Soul",," | ""Jesus, Lover of My Soul"" () []",,,,,,,,356,,,,?,3356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Create in Me a Clean Heart,," | ""Create in Me a Clean Heart"" () []",,,,,,,,357,,,,,3357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My Heart's Prayer,," | ""My Heart's Prayer"" () [2]",2,,,,,,,358,396,,,,3358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Hear Thy Welcome Voice,," | ""I Hear Thy Welcome Voice"" () []",,,,,,,,359,,,,,3359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Confession,," | ""Confession"" () []",,,,,,,,360,,,,,3360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Give Me This Mountain,," | ""Give Me This Mountain"" () []",,,,,,,,362,,,,,3362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All I Have Belong to Jesus,," | ""All I Have Belong to Jesus"" () []",,,,,,,,364,,,,,3364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I Am Thine, O Lord",," | ""I Am Thine, O Lord"" () []",,,,,,,,365,,,,,3365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Speak, Lord, in the Stillness",," | ""Speak, Lord, in the Stillness"" () []",,,,,,,,367,,,,,3367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Tender Heart,," | ""A Tender Heart"" () []",,,,,,,,368,,,,,3368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Passion for Thee,," | ""A Passion for Thee"" () []",,,,,,,,371,,,,,3371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spirit, Now Melt and Move",," | ""Spirit, Now Melt and Move"" () []",,,,,,,,372,,,,,3372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Only One Life,," | ""Only One Life"" () []",,,,,,,,373,,,,,3373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Be Thou My Vision,," | ""Be Thou My Vision"" () []",,,,,,,,374,,,,,3374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"O Jesus, I Have Promised",," | ""O Jesus, I Have Promised"" () []",,,,,,,,377,,,,,3377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Consecration Hymn,," | ""Consecration Hymn"" () []",,,,,,,,378,,,,,3378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Speak, Lord",," | ""Speak, Lord"" () []",,,,,,,,379,,,,,3379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faithful Men,," | ""Faithful Men"" () []",,,,,,,,380,,,,,3380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel,," | ""Daniel"" () []",,,,,,,,381,,,,,3381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
To Whom Much Has Been Given,," | ""To Whom Much Has Been Given"" () []",,,,,,,,384,,,,,3384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My Life Is Thine,," | ""My Life Is Thine"" () []",,,,,,,,385,,,,,3385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Here Am I, Lord",," | ""Here Am I, Lord"" () []",,,,,,,,386,,,,,3386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Will Follow,," | ""I Will Follow"" () []",,,,,,,,387,,,,,3387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enlarge My Vision, Lord",," | ""Enlarge My Vision, Lord"" () []",,,,,,,,393,,,,,3393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lord, Send Me Anywhere",," | ""Lord, Send Me Anywhere"" () []",,,,,,,,396,,,,,3396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May the Lord Find Us Faithful,," | ""May the Lord Find Us Faithful"" () []",,,,,,,,398,,,,,3398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Take My Life, and Let It Be Consecrated",," | ""Take My Life, and Let It Be Consecrated"" () []",,,,,,,,400,,,,,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Greatest Command,," | ""The Greatest Command"" () []",,,,,,,,403,,,,,3403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Belong to Jesus,," | ""I Belong to Jesus"" () []",,,,,,,,404,,,,,3404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trust in the Lord,," | ""Trust in the Lord"" () []",,,,,,,,406,,,,,3406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not My Will,," | ""Not My Will"" () []",,,,,,,,408,,,,,3408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I Am Trusting Thee, Lord Jesus",," | ""I Am Trusting Thee, Lord Jesus"" () []",,,,,,,,409,,,,,3409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How Can I Fear,," | ""How Can I Fear"" () []",,,,,,,,412,,,,,3412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trust,," | ""Trust"" () []",,,,,,,,414,,,,,3414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seek Ye First,," | ""Seek Ye First"" () []",,,,,,,,415,,,,,3415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I Love You, Lord [Conley]",," | ""I Love You, Lord [Conley]"" () []",,,,,,,,421,,,,,3421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Take Time to Be Holy [Jason],," | ""Take Time to Be Holy [Jason]"" () []",,,,,,,,422,,,,?,3422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My Quiet Time,," | ""My Quiet Time"" () []",,,,,,,,423,,,,,3423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Our Prayer,," | ""Our Prayer"" () []",,,,,,,,424,,,,,3424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Lord's Prayer,," | ""The Lord's Prayer"" () []",,,,,,,,425,,,,,3425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Abba, Father",," | ""Abba, Father"" () []",,,,,,,,426,,,,,3426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Take Time to Be Holy [Holiness],," | ""Take Time to Be Holy [Holiness]"" () []",,,,,,,,429,,,,?,3429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lord, I Need You",," | ""Lord, I Need You"" () []",,,,,,,,430,,,,,3430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pour Out Thy Blessing,," | ""Pour Out Thy Blessing"" () []",,,,,,,,432,,,,,3432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Be Still and Know,," | ""Be Still and Know"" () []",,,,,,,,436,,,,,3436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Precious Lord, Take My Hand",," | ""Precious Lord, Take My Hand"" () []",,,,,,,,438,,,,,3438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Where the Spirit of the Lord Is,," | ""Where the Spirit of the Lord Is"" () []",,,,,,,,441,,,,,3441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Children of the Heavenly Father,," | ""Children of the Heavenly Father"" () []",,,,,,,,444,,,,,3444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We Thank Thee,," | ""We Thank Thee"" () []",,,,,,,,449,,,,,3449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thy Lovingkindness,," | ""Thy Lovingkindness"" () []",,,,,,,,453,,,,,3453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It's Not by Might,," | ""It's Not by Might"" () []",,,,,,,,455,,,,,3455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jesus, Tender Shepherd",," | ""Jesus, Tender Shepherd"" () []",,,,,,,,457,,,,,3457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I'll Walk With Him Always,," | ""I'll Walk With Him Always"" () []",,,,,,,,461,,,,,3461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We Shall Walk Through the Valley,," | ""We Shall Walk Through the Valley"" () []",,,,,,,,465,,,,,3465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Joyful, Joyful, We Adore Thee",," | ""Joyful, Joyful, We Adore Thee"" () []",,,,,,,,466,,,,,3466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rejoice, Ye Pure in Heart",," | ""Rejoice, Ye Pure in Heart"" () []",,,,,,,,469,,,,,3469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There Is Sunshine in My Soul,," | ""There Is Sunshine in My Soul"" () []",,,,,,,,472,,,,,3472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It Is Well With My Soul (Descant),," | ""It Is Well With My Soul (Descant)"" () []",,,,,,,,479,,,,,3479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Like a River Glorious (Descant),," | ""Like a River Glorious (Descant)"" () []",,,,,,,,484,,,,,3484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Through the Valley,," | ""Through the Valley"" () []",,,,,,,,486,,,,,3486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Got Any Rivers,," | ""Got Any Rivers"" () []",,,,,,,,490,,,,,3490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Come, Ye Thankful People, Come (Descant)",," | ""Come, Ye Thankful People, Come (Descant)"" () []",,,,,,,,494,,,,,3494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As the Deer,," | ""As the Deer"" () []",,,,,,,,497,,,,,3497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thank You, Lord [Lynch]",," | ""Thank You, Lord [Lynch]"" () []",,,,,,,,498,,,,,3498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Now Thank We All Our God,," | ""Now Thank We All Our God"" () []",,,,,,,,499,,,,,3499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Verily, Verily, I Say Unto You",," | ""Verily, Verily, I Say Unto You"" () []",,,,,,,,501,,,,,3501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rejoice in the Lord Always,," | ""Rejoice in the Lord Always"" () []",,,,,,,,506,,,,,3506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Believe in Miracles,," | ""I Believe in Miracles"" () []",,,,,,,,507,,,,,3507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Lord's My Shepherd,," | ""The Lord's My Shepherd"" () []",,,,,,,,508,,,,,3508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walk Worthy of the Lord,," | ""Walk Worthy of the Lord"" () []",,,,,,,,510,,,,,3510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redeemed How I Love to Proclaim It,," | ""Redeemed How I Love to Proclaim It"" () []",,,,,,,,512,,,,,3512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Saw Jesus in You,," | ""I Saw Jesus in You"" () []",,,,,,,,513,,,,,3513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thou Art My God,," | ""Thou Art My God"" () []",,,,,,,,515,,,,,3515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I've Discovered the Way of Gladness,," | ""I've Discovered the Way of Gladness"" () [2]",2,,,,,,,516,501,,,,3516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
He's My Friend,," | ""He's My Friend"" () []",,,,,,,,519,,,,,3519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Have Come From the Darkness,," | ""I Have Come From the Darkness"" () []",,,,,,,,521,,,,,3521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Beauty of Jesus,," | ""The Beauty of Jesus"" () []",,,,,,,,523,,,,,3523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Walking  With Jesus,," | ""Walking  With Jesus"" () []",,,,,,,,525,,,,,3525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lift High the Cross,," | ""Lift High the Cross"" () []",,,,,,,,533,,,,,3533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lord, Lay Some Soul Upon My Heart",," | ""Lord, Lay Some Soul Upon My Heart"" () []",,,,,,,,535,,,,,3535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Around the Corner, Around the World",," | ""Around the Corner, Around the World"" () []",,,,,,,,539,,,,,3539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We've a Story to Tell to the Nations,," | ""We've a Story to Tell to the Nations"" () [4]",4,,,,,,,540,101,,,,3540,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Lord Speak to Me,," | ""Lord Speak to Me"" () []",,,,,,,,541,,,,,3541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Love to Tell the Story [Ward],," | ""I Love to Tell the Story [Ward]"" () []",,,,,,,,542,,,,,3542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Servant's Heart,," | ""Servant's Heart"" () []",,,,,,,,548,,,,,3548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Others,," | ""Others"" () []",,,,,,,,551,,,,,3551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Molding a Masterpiece,," | ""Molding a Masterpiece"" () []",,,,,,,,552,,,,,3552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lord, Bless Our Home",," | ""Lord, Bless Our Home"" () []",,,,,,,,553,,,,,3553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"God, Give Us Good Men",," | ""God, Give Us Good Men"" () []",,,,,,,,554,,,,,3554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For All the Saints,," | ""For All the Saints"" () []",,,,,,,,557,,,,,3557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Sands of Time Are Sinking,," | ""The Sands of Time Are Sinking"" () []",,,,,,,,559,,,,,3559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Just Over in the Gloryland (Descant),," | ""Just Over in the Gloryland (Descant)"" () []",,,,,,,,561,,,,,3561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heaven,," | ""Heaven"" () []",,,,,,,,563,,,,,3563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyond the Sunset,," | ""Beyond the Sunset"" () [4]",4,,,,,,,565,362,,,,3565,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O We'll Be Dwelling Together,," | ""O We'll Be Dwelling Together"" () []",,,,,,,,567,,,,,3567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
With Eternity's Values in View,," | ""With Eternity's Values in View"" () [C]",C,,,,,,,569,511,,,,3569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finally Home,," | ""Finally Home"" () []",,,,,,,,570,,,,,3570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Shall Know Him,," | ""I Shall Know Him"" () []",,,,,,,,573,,,,,3573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stand Up, Stand Up for Jesus [Webb] (Descant)",," | ""Stand Up, Stand Up for Jesus [Webb] (Descant)"" () []",,,,,,,,576,,,,,3576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Be Strong in the Lord,," | ""Be Strong in the Lord"" () []",,,,,,,,577,,,,,3577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Onward, Christian Soldiers (Sullivan) (Descant)",," | ""Onward, Christian Soldiers (Sullivan) (Descant)"" () []",,,,,,,,580,,,,,3580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Be An Example,," | ""Be An Example"" () []",,,,,,,,581,,,,,3581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stand Up, Stand Up for Jesus [Geibel] (Descant)",," | ""Stand Up, Stand Up for Jesus [Geibel] (Descant)"" () []",,,,,,,,585,,,,,3585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We Are More than Conquerors,," | ""We Are More than Conquerors"" () [C]",C,,,,,,,586,29,,,,3586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lead On, O King Eternal",," | ""Lead On, O King Eternal"" () []",,,,,,,,589,,,,,3589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Soldiers of Christ, Arise",," | ""Soldiers of Christ, Arise"" () []",,,,,,,,592,,,,,3592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dare to Stand,," | ""Dare to Stand"" () []",,,,,,,,593,,,,,3593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A Glorious Church,," | ""A Glorious Church"" () []",,,,,,,,594,,,,,3594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle Hymn of the Republic (Descant),," | ""Battle Hymn of the Republic (Descant)"" () []",,,,,,,,598,,,,,3598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"America, the Beautiful (Descant)",," | ""America, the Beautiful (Descant)"" () []",,,,,,,,600,,,,,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obedience,," | ""Obedience"" () []",,,,,,,,603,,,,,3603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Was Made to Praise the Lord,," | ""I Was Made to Praise the Lord"" () []",,,,,,,,604,,,,,3604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Majesty and Glory of Your Name,," | ""The Majesty and Glory of Your Name"" () []",,,,,,,,605,,,,,3605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My Desire,," | ""My Desire"" () [C]",C,,,,,,,606,394,,,,3606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
But As Many As Received Him,," | ""But As Many As Received Him"" () []",,,,,,,,607,,,,,3607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
More Precious Than Gold,," | ""More Precious Than Gold"" () []",,,,,,,,608,,,,,3608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It's a Grand Thing to Be a Christian,," | ""It's a Grand Thing to Be a Christian"" () []",,,,,,,,609,,,,,3609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I Sing a New Song,," | ""I Sing a New Song"" () []",,,,,,,,610,,,,,3610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We Are Gathered Together,," | ""We Are Gathered Together"" () []",,,,,,,,611,,,,,3611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For Me to Live Is Christ,," | ""For Me to Live Is Christ"" () []",,,,,,,,613,,,,,3613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wait on the Lord,," | ""Wait on the Lord"" () []",,,,,,,,614,,,,,3614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nothing Is Impossible (Descant),," | ""Nothing Is Impossible (Descant)"" () []",,,,,,,,616,,,,,3616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
